,organization_element,education_element,radiologist_id
5795,University of Tennessee,"Residency, Radiology",/doctors/bina-rao-726542
5796,University of Tennessee,"Residency, Radiation Oncology",/doctors/bina-rao-726542
5797,University of Texas Southwestern Medical Center,"Fellowship, University of Texas Southwestern Medical Center",/doctors/rafal-kedzierski-620458
5798,University of Texas Southwestern Medical Center,"Residency, University of Texas Southwestern Medical Center",/doctors/rafal-kedzierski-620458
5799,St Mary Medical Center,"Internship, St Mary Medical Center",/doctors/rafal-kedzierski-620458
5802,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/john-phillips-128555
5803,Mayo Clinic College of Medicine and Science,"Residency, Internal Medicine",/doctors/john-phillips-128555
5806,MedStar Health,"Residency, MedStar Health/Georgetown University Hospital",/doctors/jorge-salazar-333254
5807,TriHealth,"Internship, TriHealth (Bethesda North Hospital)",/doctors/jorge-salazar-333254
5808,MedStar Health,"Residency, MedStar Health/Georgetown University Hospital",/doctors/jorge-salazar-333254
5809,TriHealth,"Internship, TriHealth (Bethesda North Hospital)",/doctors/jorge-salazar-333254
5810,University of Florida College of Medicine Jacksonville,"Residency, University of Florida College of Medicine Jacksonville",/doctors/robert-tucker-301360
5811,University of Tennessee Graduate School of Medicine,"Residency, University of Tennessee Medical Center at Knoxville",/doctors/robert-tucker-301360
5817,Mercy Catholic Medical Center,"Residency, Mercy Catholic Medical Center",/doctors/james-wood-334098
5819,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/donna-swain-505617
5820,University of Tennessee College of Medicine,"Residency, University of Tennessee",/doctors/donna-swain-505617
5821,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/donna-swain-505617
5822,University of Tennessee College of Medicine,"Residency, University of Tennessee",/doctors/donna-swain-505617
5823,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/john-ware-515118
5824,Medical College of Georgia,"Residency, Medical College of Georgia",/doctors/john-ware-515118
5825,Virginia Commonwealth University Health System,"Internship, Virginia Commonwealth University Health System",/doctors/john-ware-515118
5826,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/frank-parks-125782
5827,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/frank-parks-125782
5828,"Medical College of Wisconsin Affiliated Hospitals, Inc","Fellowship, Vascular and Interventional Radiology",/doctors/james-boals-123219
5829,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/james-boals-123219
5830,Methodist Healthcare - Memphis Hospitals,"Internship, Internal Medicine",/doctors/james-boals-123219
5832,"Medical College of Wisconsin Affiliated Hospitals, Inc","Fellowship, Vascular and Interventional Radiology",/doctors/james-boals-123219
5833,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/james-boals-123219
5834,Methodist Healthcare - Memphis Hospitals,"Internship, Internal Medicine",/doctors/james-boals-123219
5836,Stanford Health Care,"Fellowship, Stanford Health Care-Sponsored Stanford University",/doctors/francis-donovan-346827
5837,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/francis-donovan-346827
5840,Brigham and Womens Hospital,"Residency, Radiology",/doctors/donald-emerson-123270
5841,US Public Health Service Hospital,"Internship, Transitional Year",/doctors/donald-emerson-123270
5843,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/dale-hansen-1013736
5845,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/dale-hansen-1013736
5847,Emory University School of Medicine,"Fellowship, Nuclear Radiology",/doctors/james-mitchum-123762
5848,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/james-mitchum-123762
5849,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/james-mitchum-123762
5851,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/davis-moser-125766
5852,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/davis-moser-125766
5854,Baptist Memorial Medical Education,"Residency, Radiology",/doctors/salil-parikh-125777
5855,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/salil-parikh-125777
5858,Baptist Memorial Medical Education,"Residency, Radiology",/doctors/salil-parikh-125777
5859,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/salil-parikh-125777
5862,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/david-sallee-433326
5863,University of Tennessee College of Medicine,"Internship, University of Tennessee/Methodist Healthcare-Memphis Hospitals",/doctors/david-sallee-433326
5866,Medical University of South Carolina College of Medicine,"Fellowship, Vascular and Interventional Radiology",/doctors/philip-weber-126089
5867,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/philip-weber-126089
5870,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/james-boals-1040517
5871,University of Tennessee College of Medicine,"Residency, General Surgery",/doctors/james-boals-1040517
5872,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/james-boals-1040517
5873,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/james-boals-1040517
5874,University of Tennessee College of Medicine,"Residency, General Surgery",/doctors/james-boals-1040517
5875,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/james-boals-1040517
5876,University of Virginia Medical Center,"Fellowship, Vascular and Interventional Radiology",/doctors/david-fang-123057
5877,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/david-fang-123057
5878,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/david-fang-123057
5880,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/alvin-weber-126465
5881,University of Tennessee Graduate School of Medicine,"Residency, Nuclear Medicine",/doctors/alvin-weber-126465
5882,University of Tennessee College of Medicine,"Residency, Internal Medicine",/doctors/alvin-weber-126465
5883,University of Tennessee Graduate School of Medicine,"Internship, Transitional Year",/doctors/alvin-weber-126465
5885,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/christopher-boals-124869
5886,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/christopher-boals-124869
5889,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/jon-roberts-124962
5890,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/jon-roberts-124962
5893,Stanford Health Care,"Other Training, Pediatric Radiology",/doctors/eniola-fagbongbe-1164263
5894,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/eniola-fagbongbe-1164263
5895,Cleveland Clinic Foundation,"Other Training, General Surgery",/doctors/eniola-fagbongbe-1164263
5896,Baylor College of Medicine,"Other Training, General Surgery",/doctors/eniola-fagbongbe-1164263
5897,University of Alabama School of Medicine,Medical School,/doctors/eniola-fagbongbe-1164263
5899,Stanford Health Care,"Other Training, Pediatric Radiology",/doctors/eniola-fagbongbe-1164263
5900,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/eniola-fagbongbe-1164263
5901,Cleveland Clinic Foundation,"Other Training, General Surgery",/doctors/eniola-fagbongbe-1164263
5902,Baylor College of Medicine,"Other Training, General Surgery",/doctors/eniola-fagbongbe-1164263
5903,University of Alabama School of Medicine,Medical School,/doctors/eniola-fagbongbe-1164263
5905,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/george-flinn-348765
5906,Washington University in St. Louis School of Medicine,"Internship, Washington University/B-JH/SLCH Consortium",/doctors/george-flinn-348765
5910,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/william-long-1214062
5913,University of Alabama Hospital,"Residency, University of Alabama Medical Center",/doctors/asim-bag-683539
5914,University of Alabama Hospital,"Fellowship, University of Alabama Medical Center",/doctors/asim-bag-683539
5915,University of Alabama Hospital,"Fellowship, University of Alabama Medical Center",/doctors/asim-bag-683539
5917,University of Alabama Hospital,"Residency, University of Alabama Medical Center",/doctors/asim-bag-683539
5918,University of Alabama Hospital,"Fellowship, University of Alabama Medical Center",/doctors/asim-bag-683539
5919,University of Alabama Hospital,"Fellowship, University of Alabama Medical Center",/doctors/asim-bag-683539
5921,University of Arkansas for Medical Sciences (UAMS) College of Medicine,"Fellowship, Neuroradiology",/doctors/david-buechner-124263
5922,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/david-buechner-124263
5923,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/david-buechner-124263
5927,NYU Grossman School of Medicine,"Residency, NYU Grossman School of Medicine",/doctors/scott-hwang-635475
5932,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Residency, Case Western Reserve University/University Hospitals Cleveland Medical Center",/doctors/sue-kaste-8271
5933,University of Tennessee College of Medicine,"Internship, University of Tennessee/St. Jude Children's Research Hospital",/doctors/sue-kaste-8271
5935,Case Western Reserve University/University Hospitals Cleveland Medical Center,"Residency, Case Western Reserve University/University Hospitals Cleveland Medical Center",/doctors/sue-kaste-8271
5936,University of Tennessee College of Medicine,"Internship, University of Tennessee/St. Jude Children's Research Hospital",/doctors/sue-kaste-8271
5938,Childrens Hospital,"Fellowship, Children's Hospital",/doctors/fred-laningham-123839
5939,University of Tennessee Graduate School of Medicine,"Residency, University of Tennessee Medical Center at Knoxville",/doctors/fred-laningham-123839
5940,Naval Medical Center (San Diego),"Internship, Naval Medical Center (San Diego)",/doctors/fred-laningham-123839
5943,St Louis University School of Medicine,"Residency, Radiology",/doctors/mary-mccarville-124172
5945,Cincinnati Childrens Hospital Medical Center,"Fellowship, Pediatric Radiology",/doctors/cara-morin-1895800
5946,Johns Hopkins University School of Medicine,"Fellowship, Body & Cardiac MRI",/doctors/cara-morin-1895800
5947,University of Maryland Program,"Residency, Radiology",/doctors/cara-morin-1895800
5948,University of Maryland Program,"Internship, Internal Medicine",/doctors/cara-morin-1895800
5951,Cincinnati Childrens Hospital Medical Center,"Fellowship, Pediatric Radiology",/doctors/cara-morin-1895800
5952,Johns Hopkins University School of Medicine,"Fellowship, Body & Cardiac MRI",/doctors/cara-morin-1895800
5953,University of Maryland Program,"Residency, Radiology",/doctors/cara-morin-1895800
5954,University of Maryland Program,"Internship, Internal Medicine",/doctors/cara-morin-1895800
5957,Icahn School of Medicine at Mount Sinai,"Fellowship, Icahn School of Medicine at Mount Sinai",/doctors/noah-sabin-982025
5958,Montefiore Medical Center/Albert Einstein College of Medicine,"Residency, Montefiore Medical Center/Albert Einstein College of Medicine",/doctors/noah-sabin-982025
5959,Abington Memorial Hospital,"Residency, Abington Memorial Hospital",/doctors/noah-sabin-982025
5973,Childrens Hospital Los Angeles,"Fellowship, Children's Hospital Los Angeles",/doctors/ann-schechter-269467
5974,SUNY Downstate Health Sciences University,"Residency, SUNY Downstate Health Sciences University",/doctors/ann-schechter-269467
5975,Yale-New Haven Hospital,"Residency, Yale-New Haven Medical Center",/doctors/ann-schechter-269467
5980,Childrens Hospital Los Angeles,"Fellowship, Children's Hospital Los Angeles",/doctors/ann-schechter-269467
